locality,bin_idx,bin_label,n_samples,n_pairs,median_pmr,lat,lon
"ANAS necropolis (Lazio, Rome, Acilia)",3,"2,000-500 BP",8,28,0.26246464252471924,41.8336869,12.468561
"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",3,"2,000-500 BP",7,21,0.26252418756484985,43.52498400000001,16.252825
"Sárrétudvari-Hízóföld (Hajdú-Bihar County, Püspökladány)",3,"2,000-500 BP",10,45,0.26253587007522583,47.30525,21.21411
"Vörs-Papkert-B (Zala County, Keszthely)",3,"2,000-500 BP",9,35,0.26256054639816284,46.80031,17.3095
"Worth Matravers (England, Dorset)",3,"2,000-500 BP",18,32,0.262763112783432,50.60009089999999,-2.0369505000000006
"Szeged-Kundomb (Csongrád-Csanád County, Szeged)",3,"2,000-500 BP",5,10,0.26283156871795654,46.22894,20.264
"El Castillón (Andalusia, Granada, Montefrío)",3,"2,000-500 BP",9,25,0.26287803053855896,37.3244444,-4.0058333
"Hajdúnánás-Fürj-halom-dűlő-2-M3 / 40A (Hajdú-Bihar County, Hajdúnánás)",3,"2,000-500 BP",8,28,0.26289260387420654,47.857447,21.357433
"Viminacium-Vise-Grobalja (Braničevo District, Požarevac Municipality, Kostolac)",3,"2,000-500 BP",11,36,0.26292139291763306,44.73199999999999,21.234000000000005
"Székkutas-Kápolnadűlő (Csongrád-Csanád County, Hódmezővásárhely)",3,"2,000-500 BP",5,10,0.2629290223121643,46.56361,20.57267
"Villa Magna (Lazio, Rome)",3,"2,000-500 BP",14,91,0.2630355656147003,41.687731200000016,13.086495299999997
"Homokmégy-Székes (Bács-Kiskun County, Kalocsa)",3,"2,000-500 BP",9,36,0.26306766271591187,46.54156,19.128
"Cancelleria (Lazio, Rome)",3,"2,000-500 BP",8,28,0.26307108998298645,41.8964977,12.4718662
"Boğazköy-Ḫattuša (Çorum, Boğazkale)",3,"2,000-500 BP",4,6,0.2631374001502991,40.021,34.613
"Sándorfalva-Eperjes-unknown-site-2 (Csongrád-Csanád County, Kistelek)",3,"2,000-500 BP",7,21,0.26323381066322327,46.48593999999999,20.13222
"Mausoleo di Augusto (Lazio, Rome)",3,"2,000-500 BP",5,10,0.2632642388343811,41.9060311,12.4742324
"Stratonikeia-West-Church (Muğla, Yatağan)",3,"2,000-500 BP",9,36,0.26330703496932983,37.3,28.03
"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",3,"2,000-500 BP",4,6,0.2633768320083618,43.51859,16.13651
"Necropoli Salaria-Via Paisiello (Lazio, Rome)",3,"2,000-500 BP",6,15,0.2634165585041046,41.917993700000004,12.4912439
"Necropoli Salaria-Via Rossini (Lazio, Rome)",3,"2,000-500 BP",5,10,0.26356053352355957,41.9206851,12.4894765
"Marcellino & Pietro (Lazio, Rome)",3,"2,000-500 BP",6,15,0.2636788785457611,41.8891604,12.500704999999998
"Valencia, Carrer Sagunto 49 (Valencian Community, Valencia, Valencia)",3,"2,000-500 BP",7,5,0.26367899775505066,39.469699999999996,-0.37740000000000007
"Nagytarcsa-Homokbánya (Pest County, Aszód)",3,"2,000-500 BP",4,6,0.2636898159980774,47.61303,19.42633
"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",3,"2,000-500 BP",9,13,0.2637466788291931,42.1333,3.1083
"Centocelle (Lazio, Rome)",3,"2,000-500 BP",4,6,0.2641209065914154,41.844153,12.5490107
"Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)",3,"2,000-500 BP",9,12,0.2641254961490631,42.01656,2.814897
"Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)",3,"2,000-500 BP",6,12,0.2641777992248535,49.999824,92.033372
"Monterotondo (Lazio, Rome)",3,"2,000-500 BP",5,10,0.26424649357795715,42.0659019,12.5866474
"Tian Shan, Central Steppe (Issyk-Kul Region, Jeti-Oguz)",3,"2,000-500 BP",6,15,0.2643359303474426,42.156944,77.405556
"San Ercolano (Lazio, Rome)",3,"2,000-500 BP",5,10,0.2643638253211975,41.7552257,12.2948926
"Osh Province, Alai Valley, Alai / Nura I, II, Tuyuk II Mounds",3,"2,000-500 BP",7,19,0.2645002007484436,41.410000000000004,71.5
"Plaza Einstein (Andalusia, Granada, Granada)",3,"2,000-500 BP",4,5,0.2646287977695465,37.1775,-3.6091667
"Sant Julià de Ramis (Catalonia, Girona, Sant Julià de Ramis)",3,"2,000-500 BP",7,12,0.26497936248779297,42.0507,2.8670000000000004
"Konyrtobe (Turkistan Region, Keles District)",3,"2,000-500 BP",7,21,0.265076607465744,41.415234,68.798064
"Roopkund (Indian Himalayan Region, Uttarakhand state)",3,"2,000-500 BP",23,210,0.2654057741165161,30.247204600000007,79.73739619999998
"Magyarhomorog-Kónyadomb (Hajdú-Bihar County, Berettyóújfalu)",3,"2,000-500 BP",9,36,0.2657111883163452,47.07222,21.67994
"Kiskundorozsma-Daruhalom-dűlő (Csongrád-Csanád County, Szeged)",3,"2,000-500 BP",4,6,0.2657913565635681,46.38,20.08944
"Oylum-Höyük (Kilis, Kilis (merkez))",3,"2,000-500 BP",4,6,0.26579535007476807,36.69,37.17
"Szegvár-Szőlőkalja (Csongrád-Csanád County, Szentes)",3,"2,000-500 BP",6,15,0.26589271426200867,46.71644,20.316419999999997
"Püspökladány-Eperjesvölgy (Hajdú-Bihar County, Püspökladány)",3,"2,000-500 BP",13,78,0.2660415768623352,47.368219999999994,21.120720000000002
"Pitvaros-Víztározó (Békés County, Mezőkovácsháza)",3,"2,000-500 BP",5,10,0.2662109136581421,46.30439,20.85797
Karos-2 (Borsod-Abaúj-Zemplén County),3,"2,000-500 BP",7,21,0.2662898600101471,48.460359999999994,21.806389999999997
"Makó-Mikócsa-halom (Csongrád-Csanád County, Makó)",3,"2,000-500 BP",7,21,0.2664775252342224,46.21672,20.516719999999996
"Uguumur-Uul (Selenge Province, Sant District)",3,"2,000-500 BP",8,19,0.2665948271751404,49.248364,105.377512
"Barikot (Khyber-Pakhtunkwa, Swat Valley)",3,"2,000-500 BP",4,6,0.26660144329071045,34.7570056,72.3623806
"Burkhan-Tolgoi (Arkhangai Province, Ögiinuur District, Tamiryn Ulaan Khoshuu)",3,"2,000-500 BP",10,45,0.2666829526424408,47.799255,102.36124199999999
"Árkus-Homokbánya (Hajdú-Bihar County, Balmazújváros)",3,"2,000-500 BP",17,136,0.2666975259780884,47.59417,21.05047
"Madaras-Téglavető (Bács-Kiskun County, Bácsalmás)",3,"2,000-500 BP",4,6,0.2667001485824585,46.10494,19.38319
"Orosháza-BónumTéglagyár (Békés County, Békéscsaba)",3,"2,000-500 BP",5,10,0.26687929034233093,46.65006,20.71992
Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),3,"2,000-500 BP",27,301,0.26707401871681213,47.126999999999995,19.261
"Olon-Dov (Arkhangai Province, Khotont District)",3,"2,000-500 BP",11,55,0.2670782804489136,47.11078,102.078841
"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",3,"2,000-500 BP",18,109,0.26739975810050964,47.841,21.423999999999996
"Algyő-258-kútkörzet (Csongrád-Csanád County, Hódmezővásárhely)",3,"2,000-500 BP",4,6,0.2674846351146698,46.4775,20.34697
"Rákóczifalva-Bagi-földek (Jász-Nagykun-Szolnok Coiunty, Szolnok)",3,"2,000-500 BP",341,51121,0.26758867502212524,47.07499999999999,20.226000000000003
"Szegvár-Oromdűlő (Csongrád-Csanád County, Szentes)",3,"2,000-500 BP",9,36,0.2684609293937683,46.71644,20.31642
"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",3,"2,000-500 BP",8,28,0.26903384923934937,46.97997,20.55983
"Kulubnarti 21-R-2 (Nubia, Batn El Hajar, R Cemetery)",3,"2,000-500 BP",27,103,0.27619361877441406,21.070453000000004,30.664028000000002
"Kulubnarti 21-S-46 (Nubia, Batn El Hajar, S Cemetery)",3,"2,000-500 BP",39,524,0.2771264910697937,21.070453000000008,30.664027999999988
Mtwapa (Kilifi),3,"2,000-500 BP",34,108,0.2854231297969818,-3.9534999999999996,39.7565
